frac01
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(41),28.09.2002 15:34:55,459381,-7.32605e+06,2737.11,0.0179952,363.756,10.0892,363.118,999.225,0.318,0.0352202,2.39161,0.0184688,349.944,10.449,3.47487,13.2768,13.1738,0.637677,13.8115,
Internal Node(41),30.11.2002 07:53:36,459381,-7.32605e+06,2737.51,3.048e-07,364.257,10.0872,364.537,999.249,0.318,0.0326805,2.39161,0.0476505,350.475,10.1953,3.68614,14.0307,14.0618,-0.280075,13.7818,
Internal Node(41),01.02.2003 00:12:17,459380,-7.32604e+06,2737.03,3.048e-07,363.533,10.0877,365.537,999.315,0.318,0.0503712,2.39161,0.0344474,349.854,10.5284,3.93015,13.7946,15.6833,-2.00429,13.679,
Internal Node(41),04.04.2003 16:30:58,459380,-7.32604e+06,2736.93,3.048e-07,365.144,10.0872,366.579,999.382,0.318,0.0487945,2.39161,0.0673052,350.337,10.663,4.04448,13.5246,16.2426,-1.4357,14.8069,
Internal Node(41),06.06.2003 08:49:39,459380,-7.32604e+06,2736.98,3.048e-07,365.132,10.0855,366.957,999.298,0.318,0.0473863,2.39161,0.0783323,350.121,10.5872,4.16107,14.4116,16.8362,-1.82532,15.0109,
Internal Node(41),09.10.2003 17:27:02,459380,-7.32604e+06,2736.9,3.048e-07,364.867,10.0855,367.531,999.385,0.318,0.0462083,2.39161,0.0900163,349.598,10.695,4.26753,14.4661,17.9329,-2.66385,15.269,
Internal Node(41),16.06.2004 10:41:46,459380,-7.32604e+06,2736.96,3.048e-07,365.641,10.0841,368.429,999.311,0.318,0.0439361,2.39161,0.0777423,349.444,10.587,4.48891,14.7325,18.9841,-2.78769,16.1964,
Internal Node(41),19.10.2004 19:19:08,459380,-7.32604e+06,2736.89,3.048e-07,365.712,10.0818,369.888,999.316,0.318,0.0402782,2.39161,0.0863834,348.401,10.6559,4.89783,15.5056,21.4874,-4.17614,17.3112,
Internal Node(41),27.06.2005 12:33:53,459380,-7.32604e+06,2736.88,3.048e-07,365.78,10.0794,370.577,999.319,0.318,0.0386412,2.39161,0.0852903,347.948,10.6555,5.10343,16.7986,22.629,-4.79668,17.8324,
Internal Node(41),10.11.2006 23:03:22,459380,-7.32604e+06,2736.92,3.048e-07,365.604,10.0768,371.443,999.311,0.318,0.035639,2.39161,0.0857761,346.863,10.574,5.53178,17.5832,24.5801,-5.83928,18.7408,
Internal Node(41),01.12.2006,459379,-7.32604e+06,2736.87,3.048e-07,364.67,10.0754,373.209,999.539,0.318,0.0313067,2.39161,0.0842639,344.79,10.6031,6.29608,18.124,28.4198,-8.53908,19.8807,
Internal Node(41),01.12.2006,459379,-7.32604e+06,2736.87,3.048e-07,364.67,10.0754,373.209,999.539,0.318,0.0313067,2.39161,0.0842639,344.79,10.6031,6.29608,18.124,28.4198,-8.53908,19.8807,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(42),09.12.1997 22:12:00,459358,-7.326e+06,2733.87,0.0617774,385.951,10.1014,385.015,1000.26,0.318,0.0484492,19.9129,0.0809618,327.832,24.8852,0.341959,50.4356,57.1829,0.935473,58.1184,
Internal Node(42),05.02.1998 14:35:11,459359,-7.326e+06,2734.14,3.048e-07,386.305,10.0707,389.517,1000.09,0.318,0.0901115,2.39161,0.0276654,345.048,16.7356,0.945712,41.6034,44.4682,-3.21205,41.2562,
Internal Node(42),12.04.1998 23:29:05,459361,-7.326e+06,2734.18,3.048e-07,386.746,10.0711,390.686,1000.21,0.318,0.113919,2.39161,0.049253,346.115,16.4399,1.12314,33.1735,44.5704,-3.94,40.6304,
Internal Node(42),16.08.1998 08:06:27,459362,-7.32601e+06,2734.09,3.048e-07,369.186,10.0611,391.133,999.891,0.318,0.103038,2.39161,0.016178,351.924,16.1714,1.48489,32.1279,39.2088,-21.9476,17.2611,
Internal Node(42),18.10.1998 00:25:09,459363,-7.32601e+06,2734.19,3.048e-07,358.44,10.1248,361.002,999.002,0.318,0.101488,2.39161,0.0323423,326.921,15.69,1.92946,13.9157,34.0808,-2.56129,31.5195,
Internal Node(42),19.12.1998 16:43:50,459364,-7.32601e+06,2734.13,3.048e-07,359.064,10.0891,369.992,999.394,0.318,0.0441055,2.39161,0.0297746,342.724,15.538,2.01796,26.122,27.2673,-10.9277,16.3396,
Internal Node(42),20.02.1999 09:02:31,459364,-7.32601e+06,2734.29,0.0157889,355.969,10.1073,357.241,998.859,0.318,0.0666863,2.39161,0.0224958,330.795,15.2282,2.18394,14.4674,26.4462,-1.27223,25.1739,
Internal Node(42),25.06.1999 17:39:53,459367,-7.32602e+06,2734.26,3.048e-07,356.419,10.0902,364.275,999.279,0.318,0.0683423,2.39161,0.0726627,342.418,15.5213,2.061,21.0724,21.8568,-7.85606,14.0008,
Internal Node(42),27.08.1999 09:58:34,459367,-7.32602e+06,2734.45,0.0120482,348.731,10.1158,350.378,998.528,0.318,0.0810823,2.39161,0.0272743,331.28,15.089,2.31758,10.2117,19.098,-1.6473,17.4507,
Internal Node(42),30.12.1999 18:35:56,459368,-7.32602e+06,2734.04,3.048e-07,345.766,10.1015,356.003,998.795,0.318,0.0814349,2.39161,0.0115325,339.479,15.6588,2.31975,14.4657,16.5241,-10.2367,6.28738,
Internal Node(42),06.09.2000 11:50:41,459369,-7.32602e+06,2734.11,0.0543995,352.364,10.1237,351.649,998.518,0.318,0.0806615,13.5966,0.0234195,336.365,15.6013,2.38348,7.70561,15.2845,0.714713,15.9992,
Internal Node(42),09.01.2001 20:28:03,459373,-7.32603e+06,2734.11,3.048e-07,356.716,10.1053,360.203,999.05,0.318,0.0615792,2.39161,0.0163551,348.956,15.3358,2.57446,11.6287,11.2475,-3.48678,7.76068,
Internal Node(42),13.03.2001 12:46:44,459373,-7.32603e+06,2734.16,3.048e-07,356.338,10.1084,358.879,998.879,0.318,0.0723814,2.39161,0.0108327,344.607,15.2805,2.72154,8.13233,14.2719,-2.54091,11.731,
Internal Node(42),15.05.2001 05:05:26,459375,-7.32603e+06,2734.59,3.048e-07,357.562,10.1004,361.043,999.023,0.318,0.070588,2.39161,0.00912515,348.618,14.5188,2.81056,9.38419,12.4242,-3.48027,8.94395,
Internal Node(42),17.09.2001 13:42:48,459375,-7.32603e+06,2734.59,3.048e-07,359.305,10.099,361.632,999.012,0.318,0.068021,2.39161,0.0123346,348.337,14.4516,2.90706,7.85225,13.2948,-2.3266,10.9682,
Internal Node(42),20.01.2002 22:20:10,459375,-7.32603e+06,2734.84,3.048e-07,361.085,10.0904,362.871,999.097,0.318,0.0629927,2.39161,0.0062259,349.78,13.8925,3.1505,9.70189,13.0903,-1.78597,11.3044,
Internal Node(42),26.05.2002 06:57:32,459376,-7.32604e+06,2734.96,3.048e-07,362.584,10.0868,364.521,999.166,0.318,0.0586769,2.39161,0.00852563,350.625,13.5997,3.37806,10.2687,13.8959,-1.93691,11.959,
Internal Node(42),28.09.2002 15:34:55,459375,-7.32603e+06,2734.8,3.048e-07,363.55,10.0892,366.313,999.215,0.318,0.0555885,2.39161,0.0127274,350.192,13.7124,3.55289,10.1423,16.1209,-2.76289,13.358,
Internal Node(42),30.11.2002 07:53:36,459375,-7.32603e+06,2734.9,3.048e-07,364.064,10.0872,367.899,999.24,0.318,0.0524261,2.39161,0.0246878,350.763,13.4563,3.76562,10.6688,17.1361,-3.83504,13.301,
Internal Node(42),01.02.2003 00:12:17,459374,-7.32603e+06,2734.71,3.048e-07,363.344,10.0877,368.842,999.306,0.318,0.0512919,2.39161,0.0148635,350.122,13.6337,3.83448,10.5759,18.7203,-5.49839,13.2219,
Internal Node(42),04.04.2003 16:30:58,459374,-7.32603e+06,2734.66,3.048e-07,365.049,10.0872,369.819,999.372,0.318,0.0500105,2.39161,0.0418344,350.642,13.6234,3.91735,10.3721,19.1772,-4.76975,14.4074,
Internal Node(42),06.06.2003 08:49:39,459374,-7.32603e+06,2734.67,3.048e-07,365.061,10.0855,370.263,999.294,0.318,0.0488614,2.39161,0.0482506,350.452,13.5675,4.00615,11.0781,19.8109,-5.20268,14.6082,
Internal Node(42),09.10.2003 17:27:02,459374,-7.32603e+06,2734.64,3.048e-07,364.812,10.0855,370.806,999.376,0.318,0.0478782,2.39161,0.0521686,349.91,13.5633,4.08662,11.2052,20.8955,-5.99431,14.9012,
Internal Node(42),16.06.2004 10:41:46,459374,-7.32603e+06,2734.65,3.048e-07,365.578,10.0841,371.776,999.308,0.318,0.0459179,2.39161,0.050327,349.775,13.4627,4.26233,11.3675,22.0015,-6.19871,15.8028,
Internal Node(42),19.10.2004 19:19:08,459374,-7.32603e+06,2734.62,3.048e-07,365.658,10.0818,373.203,999.313,0.318,0.0425193,2.39161,0.0529732,348.731,13.3392,4.60212,11.991,24.4716,-7.54472,16.9269,
Internal Node(42),27.06.2005 12:33:53,459374,-7.32603e+06,2734.61,3.048e-07,365.726,10.0794,373.909,999.316,0.318,0.0409407,2.39161,0.0526216,348.307,13.2641,4.7775,13.0236,25.6026,-8.18367,17.419,
Internal Node(42),10.11.2006 23:03:22,459374,-7.32603e+06,2734.62,3.048e-07,365.548,10.0768,374.848,999.308,0.318,0.0380727,2.39161,0.0523187,347.231,13.1233,5.13664,13.5883,27.6172,-9.30009,18.3171,
Internal Node(42),01.12.2006,459374,-7.32603e+06,2734.6,3.048e-07,364.612,10.0754,376.642,999.529,0.318,0.0337442,2.39161,0.0516043,345.153,12.9506,5.79287,14.055,31.4886,-12.0299,19.4587,
Internal Node(42),01.12.2006,459374,-7.32603e+06,2734.6,3.048e-07,364.612,10.0754,376.642,999.529,0.318,0.0337442,2.39161,0.0516043,345.153,12.9506,5.79287,14.055,31.4886,-12.0299,19.4587,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(43),09.12.1997 22:12:00,459356,-7.32599e+06,2733.29,0.0713946,385.894,10.1014,386.777,1000.25,0.318,0.0344602,30.7356,0.116456,331.09,24.9367,0.48882,47.1857,55.6867,-0.882889,54.8038,
Internal Node(43),05.02.1998 14:35:11,459357,-7.326e+06,2733.46,3.048e-07,386.252,10.0707,391.427,1000.09,0.318,0.0807921,2.39161,0.0278019,345.991,17.5341,1.06237,38.7365,45.436,-5.17517,40.2608,
Internal Node(43),12.04.1998 23:29:05,459358,-7.326e+06,2733.8,3.048e-07,386.723,10.0711,390.944,1000.21,0.318,0.0961682,2.39161,0.0313983,347.137,16.0393,1.33909,32.4976,43.8073,-4.22063,39.5867,
Internal Node(43),16.08.1998 08:06:27,459360,-7.326e+06,2733.44,3.048e-07,369.127,10.0611,392.338,999.891,0.318,0.0827512,2.39161,0.0165925,353.438,16.3138,1.85337,29.9953,38.9004,-23.2109,15.6896,
Internal Node(43),18.10.1998 00:25:09,459360,-7.326e+06,2733.48,3.048e-07,358.388,10.1248,362.533,998.999,0.318,0.0878385,2.39161,0.0231492,327.295,16.4001,2.23157,12.9963,35.2376,-4.14509,31.0926,
Internal Node(43),19.12.1998 16:43:50,459361,-7.326e+06,2733.4,3.048e-07,359,10.0891,371.371,999.394,0.318,0.0826327,2.39161,0.0138413,343.799,15.9381,2.37403,23.8048,27.572,-12.3717,15.2003,
Internal Node(43),20.02.1999 09:02:31,459361,-7.326e+06,2733.49,0.0105629,355.903,10.1073,358.848,998.856,0.318,0.0795996,2.39161,0.0199777,331.168,15.9444,2.50274,13.2035,27.6796,-2.94419,24.7354,
Internal Node(43),25.06.1999 17:39:53,459363,-7.32601e+06,2733.33,3.048e-07,356.329,10.0902,366.211,999.279,0.318,0.0851577,2.39161,0.0115573,343.113,16.381,2.34563,18.7422,23.0981,-9.88139,13.2167,
Internal Node(43),27.08.1999 09:58:34,459364,-7.32601e+06,2733.33,0.0011446,348.637,10.1158,352.73,998.524,0.318,0.0802097,2.39161,0.0174589,331.238,16.4001,2.54144,9.04368,21.4924,-4.0933,17.3991,
Internal Node(43),30.12.1999 18:35:56,459364,-7.32601e+06,2733.4,3.048e-07,345.707,10.1015,356.764,998.793,0.318,0.0705567,2.39161,0.00809283,339.959,15.8546,2.67965,13.4353,16.8047,-11.0564,5.74834,
Internal Node(43),06.09.2000 11:50:41,459365,-7.32601e+06,2733.43,0.0780809,352.3,10.1237,352.224,998.516,0.318,0.0694355,40.2051,0.0131557,336.525,15.8768,2.76323,7.15228,15.6991,0.0758285,15.7749,
Internal Node(43),09.01.2001 20:28:03,459367,-7.32602e+06,2733.09,3.048e-07,356.623,10.1053,361.409,999.045,0.318,0.0687392,2.39161,0.00688015,349.288,15.9291,2.827,10.266,12.1211,-4.78605,7.33506,
Internal Node(43),13.03.2001 12:46:44,459367,-7.32602e+06,2733.15,3.048e-07,356.25,10.1084,359.992,998.875,0.318,0.070001,2.39161,0.00839651,344.658,15.9279,2.92621,7.27213,15.3341,-3.74226,11.5918,
Internal Node(43),15.05.2001 05:05:26,459369,-7.32602e+06,2733.4,3.048e-07,357.458,10.1004,362.535,999.017,0.318,0.0692683,2.39161,0.00820022,348.746,15.5481,2.96718,8.18463,13.7891,-5.07746,8.71166,
Internal Node(43),17.09.2001 13:42:48,459369,-7.32602e+06,2733.4,3.048e-07,359.199,10.099,362.99,999.007,0.318,0.0675847,2.39161,0.00787215,348.322,15.4707,3.04144,6.90379,14.6687,-3.79144,10.8773,
Internal Node(43),20.01.2002 22:20:10,459369,-7.32602e+06,2733.52,3.048e-07,360.964,10.0904,364.477,999.092,0.318,0.0643713,2.39161,0.00716669,349.923,15.1113,3.20018,8.29484,14.5542,-3.51264,11.0415,
Internal Node(43),26.05.2002 06:57:32,459369,-7.32602e+06,2733.56,3.048e-07,362.458,10.0868,366.647,999.16,0.318,0.0613314,2.39161,0.00779684,350.801,14.9004,3.36127,8.65307,15.8461,-4.18839,11.6577,
Internal Node(43),28.09.2002 15:34:55,459369,-7.32602e+06,2733.48,3.048e-07,363.435,10.0892,368.344,999.21,0.318,0.0586174,2.39161,0.00966682,350.366,14.8235,3.51241,8.65549,17.9775,-4.90913,13.0684,
Internal Node(43),30.11.2002 07:53:36,459369,-7.32602e+06,2733.52,3.048e-07,363.954,10.0872,370.038,999.235,0.318,0.0562397,2.39161,0.015765,350.982,14.6311,3.66362,9.00432,19.056,-6.08414,12.9719,
Internal Node(43),01.02.2003 00:12:17,459369,-7.32602e+06,2733.42,3.048e-07,363.23,10.0877,370.849,999.302,0.318,0.0549485,2.39161,0.0076589,350.354,14.6177,3.74295,9.05755,20.4947,-7.61926,12.8755,
Internal Node(43),04.04.2003 16:30:58,459368,-7.32602e+06,2733.4,3.048e-07,364.966,10.0872,371.786,999.367,0.318,0.0538737,2.39161,0.0251492,350.903,14.5512,3.81603,8.88352,20.8835,-6.82018,14.0634,
Internal Node(43),06.06.2003 08:49:39,459368,-7.32602e+06,2733.4,3.048e-07,364.984,10.0855,372.235,999.29,0.318,0.0528755,2.39161,0.0276047,350.738,14.4803,3.88822,9.51006,21.4966,-7.25128,14.2453,
Internal Node(43),09.10.2003 17:27:02,459368,-7.32602e+06,2733.39,3.048e-07,364.737,10.0855,372.754,999.372,0.318,0.0519264,2.39161,0.027758,350.193,14.4382,3.95847,9.65679,22.5612,-8.01765,14.5436,
Internal Node(43),16.06.2004 10:41:46,459368,-7.32602e+06,2733.39,3.048e-07,365.505,10.0841,373.715,999.305,0.318,0.050133,2.39161,0.0272125,350.075,14.3221,4.10076,9.78444,23.6404,-8.21058,15.4298,
Internal Node(43),19.10.2004 19:19:08,459368,-7.32602e+06,2733.37,3.048e-07,365.586,10.0818,375.066,999.31,0.318,0.046849,2.39161,0.0271445,349.038,14.1312,4.38794,10.349,26.0279,-9.47946,16.5485,
Internal Node(43),27.06.2005 12:33:53,459368,-7.32602e+06,2733.37,3.048e-07,365.654,10.0794,375.758,999.313,0.318,0.0453115,2.39161,0.0269364,348.644,14.0258,4.53705,11.2514,27.1143,-10.1041,17.0102,
Internal Node(43),10.11.2006 23:03:22,459368,-7.32602e+06,2733.37,3.048e-07,365.475,10.0768,376.677,999.305,0.318,0.0424947,2.39161,0.0261974,347.58,13.8542,4.83897,11.7334,29.0969,-11.2016,17.8954,
Internal Node(43),01.12.2006,459368,-7.32602e+06,2733.36,3.048e-07,364.536,10.0754,378.409,999.525,0.318,0.0380478,2.39161,0.0274949,345.511,13.611,5.405,12.1581,32.8977,-13.8726,19.0251,
Internal Node(43),01.12.2006,459368,-7.32602e+06,2733.36,3.048e-07,364.536,10.0754,378.409,999.525,0.318,0.0380478,2.39161,0.0274949,345.511,13.611,5.405,12.1581,32.8977,-13.8726,19.0251,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(44),09.12.1997 22:12:00,459355,-7.32599e+06,2732.71,0.0636547,385.829,10.1014,387.926,1000.25,0.318,0.320448,21.784,0.31746,334.065,24.5923,0.606161,44.2715,53.8614,-2.09707,51.7644,
Internal Node(44),05.02.1998 14:35:11,459355,-7.32599e+06,2732.86,3.048e-07,386.186,10.0707,392.274,1000.09,0.318,0.1741,2.39161,0.0696601,347.046,17.4247,1.1865,36.5739,45.2283,-6.08774,39.1406,
Internal Node(44),12.04.1998 23:29:05,459356,-7.32599e+06,2733.18,3.048e-07,386.657,10.0711,391.807,1000.2,0.318,0.0881912,2.39161,0.0617038,347.907,15.9621,1.47186,30.8083,43.9004,-5.1506,38.7498,
Internal Node(44),16.08.1998 08:06:27,459357,-7.326e+06,2732.71,3.048e-07,369.055,10.0611,393.023,999.891,0.318,0.0807162,2.39161,0.0391034,354.109,15.959,1.92096,28.6469,38.9137,-23.9684,14.9453,
Internal Node(44),18.10.1998 00:25:09,459357,-7.326e+06,2732.73,3.048e-07,358.314,10.1248,362.969,998.996,0.318,0.0878616,2.39161,0.0486085,327.693,15.6308,2.27431,12.6157,35.2763,-4.65524,30.6211,
Internal Node(44),19.12.1998 16:43:50,459358,-7.326e+06,2732.84,3.048e-07,358.944,10.0891,371.291,999.394,0.318,0.0772345,2.39161,0.0334487,344.907,14.851,2.59259,23.55,26.384,-12.3473,14.0366,
Internal Node(44),20.02.1999 09:02:31,459358,-7.326e+06,2732.94,0.00683951,355.848,10.1073,358.857,998.854,0.318,0.0741485,2.39161,0.0509085,331.61,15.1548,2.73606,13.0152,27.247,-3.0091,24.2379,
Internal Node(44),25.06.1999 17:39:53,459359,-7.326e+06,2732.77,3.048e-07,356.277,10.0902,366.148,999.279,0.318,0.0721947,2.39161,0.0269771,344.097,15.6476,2.79465,17.8804,22.0503,-9.87094,12.1794,
Internal Node(44),27.08.1999 09:58:34,459360,-7.326e+06,2732.84,3.048e-07,348.594,10.1158,352.786,998.522,0.318,0.0697323,2.39161,0.0514997,331.295,16.1359,2.93253,8.7165,21.4907,-4.19215,17.2986,
Internal Node(44),30.12.1999 18:35:56,459359,-7.326e+06,2732.81,3.048e-07,345.65,10.1015,357.032,998.79,0.318,0.0666587,2.39161,0.0176995,340.504,15.5754,3.07771,12.7315,16.5279,-11.3822,5.14566,
Internal Node(44),06.09.2000 11:50:41,459360,-7.326e+06,2732.94,0.0929224,352.253,10.1237,352.295,998.514,0.318,0.0648378,67.7653,0.0256385,336.639,15.7106,3.1549,6.81362,15.6556,-0.041595,15.614,
Internal Node(44),09.01.2001 20:28:03,459362,-7.32601e+06,2732.34,3.048e-07,356.551,10.1053,361.959,999.042,0.318,0.0661662,2.39161,0.0158672,349.331,16.0937,3.09616,9.67703,12.628,-5.4081,7.21992,
Internal Node(44),13.03.2001 12:46:44,459362,-7.32601e+06,2732.37,3.048e-07,356.175,10.1084,360.527,998.872,0.318,0.0644904,2.39161,0.0227132,344.744,15.9974,3.18205,6.88512,15.7829,-4.35198,11.4309,
Internal Node(44),15.05.2001 05:05:26,459363,-7.32601e+06,2732.5,3.048e-07,357.372,10.1004,363.073,999.013,0.318,0.0637881,2.39161,0.015717,348.854,15.6649,3.21838,7.69796,14.2194,-5.70181,8.51764,
Internal Node(44),17.09.2001 13:42:48,459363,-7.32601e+06,2732.5,3.048e-07,359.113,10.099,363.422,999.003,0.318,0.062594,2.39161,0.0194102,348.343,15.5292,3.28231,6.59926,15.0789,-4.30902,10.7699,
Internal Node(44),20.01.2002 22:20:10,459363,-7.32601e+06,2732.56,3.048e-07,360.873,10.0904,365.391,999.088,0.318,0.0602584,2.39161,0.0165301,350.07,15.1588,3.4137,7.90827,15.3208,-4.51792,10.8029,
Internal Node(44),26.05.2002 06:57:32,459364,-7.32601e+06,2732.58,3.048e-07,362.365,10.0868,367.796,999.156,0.318,0.0580136,2.39161,0.0156405,350.991,14.8305,3.55094,8.32931,16.8048,-5.43033,11.3745,
Internal Node(44),28.09.2002 15:34:55,459363,-7.32601e+06,2732.54,3.048e-07,363.346,10.0892,369.429,999.205,0.318,0.0559956,2.39161,0.0199871,350.539,14.645,3.68483,8.52205,18.8906,-6.08304,12.8076,
Internal Node(44),30.11.2002 07:53:36,459363,-7.32601e+06,2732.56,3.048e-07,363.867,10.0872,371.16,999.231,0.318,0.0541537,2.39161,0.0299666,351.187,14.4361,3.81436,8.91317,19.9725,-7.29267,12.6798,
Internal Node(44),01.02.2003 00:12:17,459363,-7.32601e+06,2732.51,3.048e-07,363.143,10.0877,371.889,999.299,0.318,0.053163,2.39161,0.0128571,350.553,14.347,3.89021,9.14587,21.336,-8.74608,12.5899,
Internal Node(44),04.04.2003 16:30:58,459363,-7.32601e+06,2732.5,3.048e-07,364.89,10.0872,372.802,999.364,0.318,0.0523028,2.39161,0.0453104,351.12,14.253,3.95751,9.04205,21.6818,-7.91134,13.7704,
Internal Node(44),06.06.2003 08:49:39,459363,-7.32601e+06,2732.49,3.048e-07,364.91,10.0855,373.246,999.286,0.318,0.0514801,2.39161,0.0480809,350.972,14.1727,4.02343,9.73836,22.2738,-8.33608,13.9377,
Internal Node(44),09.10.2003 17:27:02,459363,-7.32601e+06,2732.49,3.048e-07,364.663,10.0855,373.749,999.368,0.318,0.0507008,2.39161,0.0470837,350.423,14.1225,4.08816,9.95616,23.3264,-9.08591,14.2405,
Internal Node(44),16.06.2004 10:41:46,459363,-7.32601e+06,2732.49,3.048e-07,365.432,10.0841,374.695,999.301,0.318,0.0491971,2.39161,0.0462963,350.318,14.0098,4.21804,10.1866,24.3774,-9.26382,15.1136,
Internal Node(44),19.10.2004 19:19:08,459363,-7.32601e+06,2732.48,3.048e-07,365.514,10.0818,376.002,999.307,0.318,0.0463939,2.39161,0.0457307,349.279,13.8274,4.48305,10.9521,26.7226,-10.4878,16.2348,
Internal Node(44),27.06.2005 12:33:53,459363,-7.32601e+06,2732.48,3.048e-07,365.581,10.0794,376.698,999.31,0.318,0.0450499,2.39161,0.0455422,348.905,13.7268,4.62156,11.9936,27.7924,-11.1162,16.6763,
Internal Node(44),10.11.2006 23:03:22,459363,-7.32601e+06,2732.48,3.048e-07,365.402,10.0768,377.587,999.301,0.318,0.0425515,2.39161,0.0437772,347.849,13.5717,4.90171,12.6601,29.7377,-12.1847,17.553,
Internal Node(44),01.12.2006,459363,-7.32601e+06,2732.47,3.048e-07,364.463,10.0754,379.235,999.521,0.318,0.0385036,2.39161,0.0467972,345.756,13.3813,5.43358,13.4155,33.4791,-14.7713,18.7078,
Internal Node(44),01.12.2006,459363,-7.32601e+06,2732.47,3.048e-07,364.463,10.0754,379.235,999.521,0.318,0.0385036,2.39161,0.0467972,345.756,13.3813,5.43358,13.4155,33.4791,-14.7713,18.7078,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(45),09.12.1997 22:12:00,459353,-7.32599e+06,2731.7,0.0355888,385.699,10.1014,391.346,1000.25,0.318,0.30617,3.80702,0.572507,336.411,26.0969,0.640422,39.2173,54.9341,-5.64633,49.2878,
Internal Node(45),05.02.1998 14:35:11,459353,-7.32599e+06,2731.8,3.048e-07,386.085,10.0707,394.408,1000.09,0.318,0.176165,2.39161,0.292128,347.85,18.1557,1.1841,32.8083,46.5581,-8.32347,38.2347,
Internal Node(45),12.04.1998 23:29:05,459354,-7.32599e+06,2732.1,3.048e-07,386.546,10.0711,393.457,1000.2,0.318,0.139756,2.39161,0.214896,348.615,16.1862,1.49305,28.0578,44.8421,-6.91071,37.9313,
