@File_Version: 4
@Coordinate_Type_is: 1
@Export_Type_is: 1
@Number_of_Projects 1
@Project_Type_Name: , 3,xxx,
@Project_Unit_is: meters , xxx
#File_Version____________-> 4
#Project_Name____________-> xxx
#Project_Type____________-> 3
#Export_XY_Unit__________-> meters
#OpenWorks_Project_______-> 'xxx'
#Master_Project_______->
#Coordinate_type_________-> 1
#Number_of_points_in_hzd_-> 1
#Horizon_internal_id_____-> xxx
#Horizon_extremes_are____-> xxx,xxx
#Horizon_onset_is_Minimum_____-> 1
#Horizon_type_is_DEPTH_STRUCTURE______-> 2
#Horizon_color_is________-> 255 0 0
#Horizon_name____________-> xxx
#Horizon_attribute_______-> DEPTH_STRUCTURE
#Horizon_version_________-> UNKNOWN
#Horizon_interp_status___-> defaultStat
#Horizon_class___________-> defaultClass
#Export_Z_Unit___________-> meters
#Horizon_onset_type______-> Minimum
#Horizon_data_domain_____-> DEPTH
#Horizon_remark_size_____-> 50
Horizon from Grid on Fri Aug 14 13:42:10 CEST 2020
#End_of_Horizon_ASCII_Header_
   4.5423435e+05   7.3239079e+06   1.5970070e+03
   4.5424414e+05   7.3239157e+06   1.5970485e+03
   4.5425392e+05   7.3239234e+06   1.5970899e+03
   4.5426371e+05   7.3239312e+06   1.5971314e+03
   4.5427350e+05   7.3239390e+06   1.5971729e+03
   4.5428328e+05   7.3239468e+06   1.5972144e+03
   4.5429307e+05   7.3239546e+06   1.5972559e+03
   4.5430286e+05   7.3239623e+06   1.5972974e+03
   4.5431264e+05   7.3239701e+06   1.5973388e+03
   4.5432243e+05   7.3239779e+06   1.5973803e+03
   4.5433222e+05   7.3239857e+06   1.5974218e+03
   4.5434200e+05   7.3239934e+06   1.5974633e+03
   4.5435179e+05   7.3240012e+06   1.5975048e+03
   4.5436157e+05   7.3240090e+06   1.5975463e+03
   4.5437136e+05   7.3240168e+06   1.5975878e+03
   4.5438115e+05   7.3240245e+06   1.5976292e+03
   4.5439093e+05   7.3240323e+06   1.5976728e+03
   4.5440072e+05   7.3240401e+06   1.5977172e+03
   4.5441051e+05   7.3240479e+06   1.5977616e+03
   4.5442029e+05   7.3240556e+06   1.5978060e+03
   4.5443008e+05   7.3240634e+06   1.5978503e+03
   4.5443987e+05   7.3240712e+06   1.5978946e+03
   4.5444965e+05   7.3240790e+06   1.5979390e+03
   4.5445944e+05   7.3240868e+06   1.5979834e+03
   4.5446923e+05   7.3240945e+06   1.5980278e+03
   4.5447901e+05   7.3241023e+06   1.5980618e+03
   4.5448880e+05   7.3241101e+06   1.5981494e+03
   4.5449859e+05   7.3241179e+06   1.5982371e+03
   4.5450837e+05   7.3241256e+06   1.5983247e+03
   4.5451816e+05   7.3241334e+06   1.5984124e+03
   4.5452795e+05   7.3241412e+06   1.5985001e+03
   4.5453773e+05   7.3241490e+06   1.5985879e+03
   4.5454752e+05   7.3241567e+06   1.5986757e+03
   4.5455731e+05   7.3241645e+06   1.5987634e+03
   4.5456709e+05   7.3241723e+06   1.5988512e+03
   4.5457688e+05   7.3241801e+06   1.5989390e+03
   4.5458667e+05   7.3241878e+06   1.5990269e+03
   4.5459645e+05   7.3241956e+06   1.5991147e+03
   4.5460624e+05   7.3242034e+06   1.5992025e+03
   4.5461602e+05   7.3242112e+06   1.5992903e+03
   4.5462581e+05   7.3242190e+06   1.5993782e+03
   4.5463560e+05   7.3242267e+06   1.5994660e+03
   4.5464538e+05   7.3242345e+06   1.5995538e+03
   4.5465517e+05   7.3242423e+06   1.5996415e+03
   4.5466496e+05   7.3242501e+06   1.5997293e+03
   4.5467474e+05   7.3242578e+06   1.5998171e+03
   4.5468453e+05   7.3242656e+06   1.5999048e+03
   4.5469432e+05   7.3242734e+06   1.5999924e+03
   4.5470410e+05   7.3242812e+06   1.6000801e+03
   4.5471389e+05   7.3242889e+06   1.6001677e+03
   4.5472368e+05   7.3242967e+06   1.6002553e+03
   4.5473346e+05   7.3243045e+06   1.6003428e+03
   4.5474325e+05   7.3243123e+06   1.6004304e+03
   4.5475304e+05   7.3243200e+06   1.6005178e+03
   4.5476282e+05   7.3243278e+06   1.6006052e+03
   4.5477261e+05   7.3243356e+06   1.6006926e+03
   4.5478240e+05   7.3243434e+06   1.6007799e+03
   4.5479218e+05   7.3243512e+06   1.6008672e+03
   4.5480197e+05   7.3243589e+06   1.6009545e+03
   4.5481176e+05   7.3243667e+06   1.6010417e+03
   4.5482154e+05   7.3243745e+06   1.6011289e+03
   4.5483133e+05   7.3243823e+06   1.6012160e+03
   4.5484112e+05   7.3243900e+06   1.6013032e+03
   4.5485090e+05   7.3243978e+06   1.6013903e+03
   4.5486069e+05   7.3244056e+06   1.6014773e+03
   4.5487047e+05   7.3244134e+06   1.6015644e+03
   4.5488026e+05   7.3244211e+06   1.6016515e+03
   4.5489005e+05   7.3244289e+06   1.6017385e+03
   4.5489983e+05   7.3244367e+06   1.6018256e+03
   4.5490962e+05   7.3244445e+06   1.6019127e+03
   4.5491941e+05   7.3244522e+06   1.6019999e+03
   4.5492919e+05   7.3244600e+06   1.6020870e+03
   4.5493898e+05   7.3244678e+06   1.6021743e+03
   4.5494877e+05   7.3244756e+06   1.6022615e+03
   4.5495855e+05   7.3244834e+06   1.6023489e+03
   4.5496834e+05   7.3244911e+06   1.6024364e+03
   4.5497813e+05   7.3244989e+06   1.6025240e+03
   4.5498791e+05   7.3245067e+06   1.6026118e+03
   4.5499770e+05   7.3245145e+06   1.6026997e+03
   4.5500749e+05   7.3245222e+06   1.6027880e+03
   4.5501727e+05   7.3245300e+06   1.6028765e+03
   4.5502706e+05   7.3245378e+06   1.6029652e+03
   4.5503685e+05   7.3245456e+06   1.6030543e+03
   4.5504663e+05   7.3245533e+06   1.6031436e+03
   4.5505642e+05   7.3245611e+06   1.6032332e+03
   4.5506621e+05   7.3245689e+06   1.6033230e+03
   4.5507599e+05   7.3245767e+06   1.6034131e+03
   4.5508578e+05   7.3245844e+06   1.6035034e+03
   4.5509557e+05   7.3245922e+06   1.6035941e+03
   4.5510535e+05   7.3246000e+06   1.6036850e+03
   4.5511514e+05   7.3246078e+06   1.6037762e+03
   4.5512492e+05   7.3246156e+06   1.6038676e+03
   4.5513471e+05   7.3246233e+06   1.6039593e+03
   4.5514450e+05   7.3246311e+06   1.6040513e+03
   4.5515428e+05   7.3246389e+06   1.6041435e+03
   4.5516407e+05   7.3246467e+06   1.6042360e+03
   4.5517386e+05   7.3246544e+06   1.6043287e+03
   4.5518364e+05   7.3246622e+06   1.6044217e+03
   4.5519343e+05   7.3246700e+06   1.6045149e+03
   4.5520322e+05   7.3246778e+06   1.6046085e+03
   4.5521300e+05   7.3246855e+06   1.6047022e+03
   4.5522279e+05   7.3246933e+06   1.6047962e+03
   4.5523258e+05   7.3247011e+06   1.6048904e+03
   4.5524236e+05   7.3247089e+06   1.6049850e+03
   4.5525215e+05   7.3247166e+06   1.6050797e+03
   4.5526194e+05   7.3247244e+06   1.6051747e+03
   4.5527172e+05   7.3247322e+06   1.6052700e+03
   4.5528151e+05   7.3247400e+06   1.6053655e+03
   4.5529130e+05   7.3247478e+06   1.6054612e+03
   4.5530108e+05   7.3247555e+06   1.6055572e+03
   4.5531087e+05   7.3247633e+06   1.6056534e+03
   4.5532066e+05   7.3247711e+06   1.6057499e+03
   4.5533044e+05   7.3247789e+06   1.6058466e+03
   4.5534023e+05   7.3247866e+06   1.6059436e+03
   4.5535002e+05   7.3247944e+06   1.6060408e+03
   4.5535980e+05   7.3248022e+06   1.6061383e+03
   4.5536959e+05   7.3248100e+06   1.6062361e+03
   4.5537938e+05   7.3248177e+06   1.6063341e+03
   4.5538916e+05   7.3248255e+06   1.6064324e+03
   4.5539895e+05   7.3248333e+06   1.6065310e+03
   4.5540873e+05   7.3248411e+06   1.6066298e+03
   4.5541852e+05   7.3248488e+06   1.6067290e+03
   4.5542831e+05   7.3248566e+06   1.6068284e+03
   4.5543809e+05   7.3248644e+06   1.6069282e+03
   4.5544788e+05   7.3248722e+06   1.6070283e+03
   4.5545767e+05   7.3248800e+06   1.6071287e+03
   4.5546745e+05   7.3248877e+06   1.6072294e+03
   4.5547724e+05   7.3248955e+06   1.6073305e+03
   4.5548703e+05   7.3249033e+06   1.6074321e+03
   4.5549681e+05   7.3249111e+06   1.6075342e+03
   4.5550660e+05   7.3249188e+06   1.6076372e+03
   4.5551639e+05   7.3249266e+06   1.6077407e+03
   4.5552617e+05   7.3249344e+06   1.6078448e+03
   4.5553596e+05   7.3249422e+06   1.6079498e+03
   4.5554575e+05   7.3249499e+06   1.6080554e+03
