Clean water 60degC 3000Sm3
,Date,LiquidProduced (Sm3/day),WaterProduced (Sm3/day),OilProduced (Sm3/day),GasProduced (1000Sm3/d),GOR (Sm3/Sm3),WaterCut (fraction),WaterGasRatio (Sm3/Sm3),CGR (Sm3/Sm3),CumLiquidProduced (Sm3),CumWaterProduced (Sm3),CumOilProduced (Sm3),CumGasProduced (MSm3),LiquidInjected (Sm3/day),WaterInjected (Sm3/day),OilInjected (Sm3/day),GasInjected (1000Sm3/d),CumLiquidInjected (Sm3),CumWaterInjected (Sm3),CumOilInjected (Sm3),CumGasInjected (MSm3),CumHeatInjected (kJ),FracLiquidProduced (Sm3/day),FracWaterProduced (Sm3/day),FracOilProduced (Sm3/day),FracGasProduced (1000Sm3/d),FracLiquidInjected (Sm3/day),FracWaterInjected (Sm3/day),FracOilInjected (Sm3/day),FracGasInjected (1000Sm3/d),DownholeRate (rm3/day),VoidageRate (rm3/day),CumVoidage (rm3),GasLiftRate (1000Sm3/d),DiluentRate (Sm3/day),JetRate (Sm3/day),SurfactantRate (Kg/day),NPV (MMUS$),
P1,22.07.1999 16:48:00,93.329,95.3919,150.563,43.0671,0,54.3727,401.557,60,2376.04,0.00053223,2376.04,4.21056e-13,0,0,0,0,1.772e-13,2.23999e-07,0,0,72526.2,55623.3,71374,96.8907,1e+06,3.10192e+06,0.413183,3.10192e+06,5.49689e-13,0,0,0,0,-4.63357e+11,-3013.89,-3000,-3.8961e+06,993.196,
P1,01.08.1999 16:48:00,92.3114,94.384,150.043,42.6868,0,53.8957,401.557,60,2375.9,0.000535384,2375.9,4.21032e-13,0,0,0,0,1.772e-13,2.25339e-07,0,0,72526.2,56179.9,72562.2,72.8234,1e+06,3.12568e+06,0.418537,3.12568e+06,5.53899e-13,0,0,0,0,-4.66906e+11,-3014,-3000,-3.9261e+06,999.577,
P1,11.08.1999 16:48:00,91.2319,93.3125,149.475,42.3023,0,53.4128,401.557,60,2375.79,0.000538744,2375.79,4.21011e-13,0,0,0,0,1.772e-13,2.26764e-07,0,0,72526.2,56741.6,73779.8,71.4587,1e+06,3.14943e+06,0.423924,3.14943e+06,5.58109e-13,0,0,0,0,-4.70455e+11,-3014.16,-3000,-3.9561e+06,1005.94,
P1,21.08.1999 16:48:00,90.232,92.3211,148.977,41.9313,0,52.9472,401.557,60,2375.66,0.000541843,2375.66,4.20989e-13,0,0,0,0,1.772e-13,2.28081e-07,0,0,72526.2,57308.1,74995.3,61.3878,1e+06,3.17319e+06,0.429343,3.17319e+06,5.62319e-13,0,0,0,0,-4.74004e+11,-3014.28,-3000,-3.9861e+06,1012.29,
P1,31.08.1999 16:48:00,89.2514,91.3499,148.53,41.5454,0,52.4623,401.557,60,2375.55,0.00054489,2375.55,4.20969e-13,0,0,0,0,1.772e-13,2.29374e-07,0,0,72526.2,57879.9,76260.1,58.0777,1e+06,3.19695e+06,0.434791,3.19695e+06,5.66529e-13,0,0,0,0,-4.77552e+11,-3014.42,-3000,-4.0161e+06,1018.62,
P1,10.09.1999 16:48:00,88.5763,90.6831,148.341,41.1988,0,52.0269,401.557,60,2375.45,0.000546968,2375.45,4.20951e-13,0,0,0,0,1.772e-13,2.30259e-07,0,0,72526.2,58456.5,77475,70.7657,1e+06,3.2207e+06,0.440261,3.2207e+06,5.70739e-13,0,0,0,0,-4.81101e+11,-3014.48,-3000,-4.0461e+06,1024.93,
P1,20.09.1999 16:48:00,87.923,90.0388,148.274,40.7896,0,51.511,401.557,60,2375.41,0.000549039,2375.41,4.20944e-13,0,0,0,0,1.772e-13,2.31135e-07,0,0,72526.2,59038.9,78833.2,45.5824,1e+06,3.24445e+06,0.445752,3.24445e+06,5.74948e-13,0,0,0,0,-4.84649e+11,-3014.61,-3000,-4.0761e+06,1031.23,
P1,30.09.1999 16:48:00,86.8871,89.012,147.741,40.4468,0,51.0784,401.557,60,2375.39,0.000552561,2375.39,4.20941e-13,0,0,0,0,1.772e-13,2.32619e-07,0,0,72526.2,59626.1,80088.3,43.7149,1e+06,3.26821e+06,0.451277,3.26821e+06,5.79157e-13,0,0,0,0,-4.88197e+11,-3014.88,-3000,-4.1061e+06,1037.51,
P1,10.10.1999 16:48:00,86.175,88.3082,147.635,40.0372,0,50.5637,401.557,60,2375.28,0.00055587,2375.28,4.2092e-13,0,0,0,0,1.772e-13,2.34023e-07,0,0,72526.2,60219.4,81496.8,36.3435,1e+06,3.29196e+06,0.456836,3.29196e+06,5.83367e-13,0,0,0,0,-4.91745e+11,-3014.93,-3000,-4.1361e+06,1043.77,
P1,20.10.1999 16:48:00,85.4729,87.6153,147.536,39.6402,0,50.0628,401.557,60,2375.25,0.000562763,2375.25,4.20916e-13,0,0,0,0,1.772e-13,2.36928e-07,0,0,72526.2,60818.6,82911.4,31.9761,1e+06,3.31571e+06,0.462463,3.31571e+06,5.87576e-13,0,0,0,0,-4.95293e+11,-3015.1,-3000,-4.1661e+06,1050.02,
P1,30.10.1999 16:48:00,84.3369,86.4875,146.977,39.2668,0,49.5917,401.557,60,2375.23,0.000585511,2375.23,4.20912e-13,0,0,0,0,1.772e-13,2.46507e-07,0,0,72526.2,61423.5,84303.8,31.3597,1e+06,3.33947e+06,0.468318,3.33947e+06,5.91785e-13,0,0,0,0,-4.98841e+11,-3015.39,-3000,-4.1961e+06,1056.25,
P1,09.11.1999 16:48:00,83.5416,85.7007,146.852,38.8401,0,49.0554,401.557,60,2375.11,0.000667083,2375.11,4.2089e-13,0,0,0,0,1.772e-13,2.80865e-07,0,0,72526.2,62035,85837,21.9075,1e+06,3.36322e+06,0.474989,3.36322e+06,5.95994e-13,0,0,0,0,-5.02389e+11,-3015.46,-3000,-4.2261e+06,1062.46,
P1,19.11.1999 16:48:00,82.3759,84.5447,146.284,38.4692,0,48.5875,401.555,60,2375.08,0.00099179,2375.08,4.20885e-13,0,0,0,0,1.772e-13,4.17582e-07,0,0,72526.2,62652.4,87281,20.9247,1e+06,3.38697e+06,0.484907,3.38697e+06,6.00203e-13,0,0,0,0,-5.05937e+11,-3015.75,-3000,-4.2561e+06,1068.66,
P1,29.11.1999 16:48:00,81.5156,83.6924,146.146,38.0273,0,48.0319,401.548,60,2374.95,0.00224318,2374.95,4.20863e-13,0,0,0,0,1.772e-13,9.44514e-07,0,0,72526.2,63277,88915.3,14.6096,1e+06,3.41072e+06,0.507339,3.41072e+06,6.04411e-13,0,0,0,0,-5.09485e+11,-3015.83,-3000,-4.2861e+06,1074.84,
P1,09.12.1999 16:48:00,80.6934,82.8796,146.04,37.6015,0,47.4947,401.519,60,2374.92,0.0074709,2374.92,4.20857e-13,0,0,0,0,1.772e-13,3.14574e-06,0,0,72526.2,63908.6,90552.5,12.6424,1e+06,3.43447e+06,0.582048,3.43447e+06,6.0862e-13,0,0,0,0,-5.13032e+11,-3016.02,-3000,-4.3161e+06,1081.01,
P1,19.12.1999 16:48:00,79.6334,81.8281,145.759,37.1481,0,46.9224,401.411,60,2374.9,0.0272755,2374.88,4.2085e-13,0,0,0,0,1.772e-13,1.14849e-05,0,0,72526.2,64547.9,92296.3,7.74416,1e+06,3.45822e+06,0.854802,3.45821e+06,6.12828e-13,0,0,0,0,-5.1658e+11,-3016.29,-3000,-4.3461e+06,1087.16,
P1,29.12.1999 16:48:00,78.5717,80.7753,145.525,36.6777,0,46.3291,400.969,60,2374.86,0.108213,2374.75,4.20827e-13,0,0,0,0,1.772e-13,4.55661e-05,0,0,72526.2,65195.4,94125.8,6.60504,1e+06,3.48196e+06,1.93693,3.48196e+06,6.17037e-13,0,0,0,0,-5.20128e+11,-3016.5,-3000,-4.3761e+06,1093.29,
P1,08.01.2000 16:48:00,77.4133,79.626,145.396,36.1085,0,45.6099,399.388,60,2374.87,0.398666,2374.47,4.20777e-13,0,0,0,0,1.772e-13,0.000167869,0,0,72526.2,65853.1,96267.7,6.39406,1e+06,3.50571e+06,5.92359,3.50571e+06,6.21244e-13,0,0,0,0,-5.23676e+11,-3016.75,-3000,-4.4061e+06,1099.41,
P1,18.01.2000 16:48:00,75.9776,78.1986,145.271,35.4105,0,44.7244,393.321,60,2375.07,1.53301,2373.54,4.20613e-13,0,0,0,0,1.772e-13,0.000645457,0,0,72526.2,66523.8,98844.4,2.70656,1e+06,3.52946e+06,21.2536,3.52944e+06,6.25451e-13,0,0,0,0,-5.27227e+11,-3017.08,-3000,-4.4361e+06,1105.51,
P1,28.01.2000 16:48:00,73.436,75.6658,144.63,34.4503,0,43.4973,374.026,60,2375.85,5.40289,2370.45,4.20065e-13,0,0,0,0,1.772e-13,0.00227408,0,0,72526.2,67213.4,102322,1,1e+06,3.55322e+06,75.2824,3.55315e+06,6.29651e-13,0,0,0,0,-5.30786e+11,-3017.63,-3000,-4.4661e+06,1111.58,
P1,07.02.2000 16:48:00,70.3012,72.5401,144.609,33.0072,0,41.6238,330.439,60,2378.79,20.174,2358.61,4.17968e-13,0,0,0,0,1.772e-13,0.00848081,0,0,72526.2,67934.1,107649,1,1e+06,3.57701e+06,277.022,3.57673e+06,6.33831e-13,0,0,0,0,-5.34378e+11,-3017.96,-3000,-4.4961e+06,1117.61,
P1,17.02.2000 16:48:00,65.2102,67.4573,144.535,30.9797,0,38.9189,264.77,60,2387.84,63.6369,2324.21,4.1187e-13,0,0,0,0,1.772e-13,0.0266504,0,0,72526.2,68704.9,115901,1,1e+06,3.60089e+06,913.39,3.59997e+06,6.3795e-13,0,0,0,0,-5.38068e+11,-3018.48,-3000,-4.5261e+06,1123.53,
P1,27.02.2000 16:48:00,58.6659,60.9214,144.324,28.8536,0,35.9677,207.723,60,2406.45,152.994,2253.46,3.99333e-13,0,0,0,0,1.772e-13,0.0635764,0,0,72526.2,69538.9,126245,1,1e+06,3.62495e+06,2443.32,3.62251e+06,6.41943e-13,0,0,0,0,-5.41957e+11,-3018.83,-3000,-4.5561e+06,1129.25,
P1,08.03.2000 16:48:00,52.2176,54.4816,144.317,27.0821,0,33.3918,168.732,60,2432.94,280.305,2152.64,3.81467e-13,0,0,0,0,1.772e-13,0.115212,0,0,72526.2,70437.3,136882,1,1e+06,3.64928e+06,5246.37,3.64404e+06,6.45758e-13,0,0,0,0,-5.46131e+11,-3018.72,-3000,-4.5861e+06,1134.7,
P1,18.03.2000 16:48:00,45.9594,48.2304,143.512,25.8349,0,31.4831,144.632,60,2461.6,417.785,2043.82,3.62183e-13,0,0,0,0,1.772e-13,0.169721,0,0,72526.2,71390.1,146134,1,1e+06,3.6739e+06,9424.21,3.66447e+06,6.49379e-13,0,0,0,0,-5.50613e+11,-3018.57,-3000,-4.6161e+06,1139.85,
P1,28.03.2000 16:48:00,41.8064,44.0846,143.516,25.0286,0,30.1694,130.456,60,2488.62,548.104,1940.52,3.43877e-13,0,0,0,0,1.772e-13,0.220244,0,0,72526.2,72384.4,153491,1,1e+06,3.69878e+06,14905.2,3.68388e+06,6.52818e-13,0,0,0,0,-5.55386e+11,-3017.88,-3000,-4.6461e+06,1144.72,
P1,07.04.2000 16:48:00,38.9082,41.1926,143.512,24.5621,0,29.3177,122.415,60,2513.19,665.931,1847.26,3.27351e-13,0,0,0,0,1.772e-13,0.264975,0,0,72526.2,73407.6,158974,1,1e+06,3.72392e+06,21564.5,3.70235e+06,6.56092e-13,0,0,0,0,-5.60422e+11,-3017.32,-3000,-4.6761e+06,1149.34,
P1,17.04.2000 16:48:00,36.5955,38.8858,143.183,24.3105,0,28.7619,117.35,60,2535.51,772.994,1762.52,3.12334e-13,0,0,0,0,1.772e-13,0.304867,0,0,72526.2,74450.6,163089,1,1e+06,3.74927e+06,29294.5,3.71998e+06,6.59215e-13,0,0,0,0,-5.65698e+11,-3016.79,-3000,-4.7061e+06,1153.73,
P1,27.04.2000 16:48:00,34.9573,37.2532,143.05,24.1601,0,28.3541,114.096,60,2556.06,871.802,1684.26,2.98466e-13,0,0,0,0,1.772e-13,0.341072,0,0,72526.2,75508.5,166492,1,1e+06,3.77483e+06,38012.5,3.73682e+06,6.622e-13,0,0,0,0,-5.71195e+11,-3016.17,-3000,-4.7361e+06,1157.91,
P1,07.05.2000 16:48:00,33.8287,36.1295,143.039,24.0885,0,28.0591,111.811,60,2575.28,964.079,1611.2,2.8552e-13,0,0,0,0,1.772e-13,0.374359,0,0,72526.2,76577.6,169312,1,1e+06,3.80058e+06,47653.2,3.75293e+06,6.65055e-13,0,0,0,0,-5.76899e+11,-3015.56,-3000,-4.7661e+06,1161.89,
P1,17.05.2000 16:48:00,32.7272,35.0328,142.796,24.0632,0,27.8366,110.246,60,2593.14,1049.74,1543.41,2.73506e-13,0,0,0,0,1.772e-13,0.404812,0,0,72526.2,77655.3,171742,1,1e+06,3.82652e+06,58150.6,3.76837e+06,6.6779e-13,0,0,0,0,-5.82794e+11,-3015.04,-3000,-4.7961e+06,1165.69,
P1,27.05.2000 16:48:00,31.8943,34.2053,142.718,24.0516,0,27.6446,109.113,60,2609.9,1130.22,1479.68,2.62212e-13,0,0,0,0,1.772e-13,0.433051,0,0,72526.2,78740.4,174021,1,1e+06,3.85261e+06,69452.8,3.78316e+06,6.70412e-13,0,0,0,0,-5.88869e+11,-3014.47,-3000,-4.8261e+06,1169.32,
P1,06.06.2000 16:48:00,31.3857,33.701,142.732,24.0768,0,27.513,108.321,60,2625.13,1203.3,1421.82,2.5196e-13,0,0,0,0,1.772e-13,0.458379,0,0,72526.2,79830.7,175943,1,1e+06,3.87887e+06,81485.8,3.79738e+06,6.72932e-13,0,0,0,0,-5.95107e+11,-3013.95,-3000,-4.8561e+06,1172.79,
P1,16.06.2000 16:48:00,30.9507,33.2696,142.746,24.1115,0,27.4011,107.882,60,2639.64,1272.88,1366.76,2.42202e-13,0,0,0,0,1.772e-13,0.482219,0,0,72526.2,80925.5,177757,1,1e+06,3.90526e+06,94214.6,3.81105e+06,6.75354e-13,0,0,0,0,-6.01502e+11,-3013.46,-3000,-4.8861e+06,1176.12,
P1,26.06.2000 16:48:00,30.6549,32.9777,142.773,24.1682,0,27.3216,107.778,60,2653.56,1339.6,1313.96,2.32845e-13,0,0,0,0,1.772e-13,0.504832,0,0,72526.2,82023.4,179372,1,1e+06,3.9318e+06,107611,3.82419e+06,6.77682e-13,0,0,0,0,-6.08045e+11,-3012.99,-3000,-4.9161e+06,1179.3,
P1,06.07.2000 16:48:00,30.4019,32.7282,142.792,24.231,0,27.255,107.734,60,2666.94,1403.75,1263.19,2.23848e-13,0,0,0,0,1.772e-13,0.526353,0,0,72526.2,83124.1,180911,1,1e+06,3.95847e+06,121648,3.83682e+06,6.79921e-13,0,0,0,0,-6.14732e+11,-3012.53,-3000,-4.9461e+06,1182.35,
P1,16.07.2000 16:48:00,30.2276,32.5577,142.814,24.2991,0,27.2072,107.835,60,2679.13,1462.21,1216.93,2.15651e-13,0,0,0,0,1.772e-13,0.545776,0,0,72526.2,84226.6,182331,1,1e+06,3.98526e+06,136270,3.84899e+06,6.82077e-13,0,0,0,0,-6.2155e+11,-3012.1,-3000,-4.9761e+06,1185.27,
P1,26.07.2000 16:48:00,30.0923,32.4258,142.834,24.3717,0,27.17,108.096,60,2690.82,1518.22,1172.6,2.07795e-13,0,0,0,0,1.772e-13,0.564222,0,0,72526.2,85330.7,183685,1,1e+06,4.01217e+06,151452,3.86071e+06,6.84155e-13,0,0,0,0,-6.28493e+11,-3011.69,-3000,-5.0061e+06,1188.07,
P1,05.08.2000 16:48:00,30.0443,32.3812,142.85,24.4557,0,27.1549,108.593,60,2701.6,1569.88,1131.71,2.0055e-13,0,0,0,0,1.772e-13,0.581095,0,0,72526.2,86435.4,184892,1,1e+06,4.03918e+06,167151,3.87203e+06,6.86161e-13,0,0,0,0,-6.35552e+11,-3011.31,-3000,-5.0361e+06,1190.77,
P1,15.08.2000 16:48:00,30.0698,32.4101,142.886,24.5476,0,27.1533,109.052,60,2711.91,1619.31,1092.6,1.93618e-13,0,0,0,0,1.772e-13,0.597112,0,0,72526.2,87540.2,186007,1,1e+06,4.0663e+06,183344,3.88296e+06,6.88097e-13,0,0,0,0,-6.42721e+11,-3010.94,-3000,-5.0661e+06,1193.36,
P1,25.08.2000 16:48:00,30.0594,32.4029,142.906,24.6296,0,27.1467,109.5,60,2721.64,1665.96,1055.68,1.87076e-13,0,0,0,0,1.772e-13,0.612116,0,0,72526.2,88645.2,187158,1,1e+06,4.09352e+06,200004,3.89351e+06,6.89968e-13,0,0,0,0,-6.49995e+11,-3010.59,-3000,-5.0961e+06,1195.85,
P1,04.09.2000 16:48:00,30.1948,32.5414,142.939,24.7371,0,27.1725,110.096,60,2730.91,1710.43,1020.49,1.80839e-13,0,0,0,0,1.772e-13,0.626321,0,0,72526.2,89749.2,188084,1,1e+06,4.12083e+06,217108,3.90372e+06,6.91776e-13,0,0,0,0,-6.57368e+11,-3010.24,-3000,-5.1261e+06,1198.26,
P1,14.09.2000 16:48:00,30.3089,32.6583,142.963,24.8374,0,27.1955,110.647,60,2739.67,1752.41,987.259,1.74951e-13,0,0,0,0,1.772e-13,0.639643,0,0,72526.2,90852.2,189028,1,1e+06,4.14822e+06,234632,3.91359e+06,6.93525e-13,0,0,0,0,-6.64835e+11,-3009.92,-3000,-5.1561e+06,1200.57,
P1,24.09.2000 16:48:00,30.4894,32.8411,143.006,24.9423,0,27.2299,111.139,60,2747.76,1791.16,956.593,1.69517e-13,0,0,0,0,1.772e-13,0.651864,0,0,72526.2,91953.8,189890,1,1e+06,4.1757e+06,252544,3.92316e+06,6.95221e-13,0,0,0,0,-6.72389e+11,-3009.61,-3000,-5.1861e+06,1202.8,
P1,04.10.2000 16:48:00,30.6416,32.9951,143.019,25.044,0,27.2648,111.785,60,2755.44,1827.97,927.467,1.64356e-13,0,0,0,0,1.772e-13,0.663405,0,0,72526.2,93054.1,190748,1,1e+06,4.20326e+06,270823,3.93243e+06,6.96864e-13,0,0,0,0,-6.80025e+11,-3009.32,-3000,-5.2161e+06,1204.95,
P1,14.10.2000 16:48:00,30.9131,33.2695,143.06,25.1628,0,27.3227,112.507,60,2762.64,1862.51,900.132,1.59512e-13,0,0,0,0,1.772e-13,0.674177,0,0,72526.2,94152,191441,1,1e+06,4.23088e+06,289448,3.94143e+06,6.98459e-13,0,0,0,0,-6.87738e+11,-3009.04,-3000,-5.2461e+06,1207.03,
P1,24.10.2000 16:48:00,31.1716,33.5301,143.094,25.2782,0,27.3792,113.244,60,2769.58,1895.77,873.808,1.54847e-13,0,0,0,0,1.772e-13,0.684498,0,0,72526.2,95247.6,192142,1,1e+06,4.25858e+06,308406,3.95017e+06,7.00008e-13,0,0,0,0,-6.95526e+11,-3008.77,-3000,-5.2761e+06,1209.04,
P1,03.11.2000 16:48:00,31.4482,33.8088,143.13,25.3922,0,27.4401,114.022,60,2775.9,1926.06,849.839,1.50599e-13,0,0,0,0,1.772e-13,0.693851,0,0,72526.2,96340.8,192809,1,1e+06,4.28634e+06,327667,3.95867e+06,7.01514e-13,0,0,0,0,-7.03382e+11,-3008.52,-3000,-5.3061e+06,1210.99,
P1,13.11.2000 16:48:00,31.7586,34.122,143.175,25.5118,0,27.5076,114.823,60,2782.13,1955.93,826.204,1.46411e-13,0,0,0,0,1.772e-13,0.703032,0,0,72526.2,97431.4,193426,1,1e+06,4.31416e+06,347226,3.96693e+06,7.02978e-13,0,0,0,0,-7.11304e+11,-3008.28,-3000,-5.3361e+06,1212.88,
P1,23.11.2000 16:48:00,32.0616,34.4269,143.22,25.6266,0,27.5732,115.59,60,2788,1984.04,803.958,1.42469e-13,0,0,0,0,1.772e-13,0.711636,0,0,72526.2,98519.3,194054,1,1e+06,4.34204e+06,367066,3.97497e+06,7.04403e-13,0,0,0,0,-7.1929e+11,-3008.05,-3000,-5.3661e+06,1214.7,
P1,03.12.2000 16:48:00,32.3336,34.7008,143.251,25.7357,0,27.635,116.324,60,2793.6,2010.91,782.691,1.387e-13,0,0,0,0,1.772e-13,0.719827,0,0,72526.2,99604.8,194705,1,1e+06,4.36997e+06,387175,3.9828e+06,7.0579e-13,0,0,0,0,-7.27335e+11,-3007.83,-3000,-5.3961e+06,1216.47,
P1,13.12.2000 16:48:00,32.6278,34.9967,143.288,25.8466,0,27.7009,117.116,60,2798.97,2036.63,762.341,1.35094e-13,0,0,0,0,1.772e-13,0.727635,0,0,72526.2,100688,195325,1,1e+06,4.39796e+06,407542,3.99042e+06,7.0714e-13,0,0,0,0,-7.35438e+11,-3007.62,-3000,-5.4261e+06,1218.19,
P1,23.12.2000 16:48:00,32.9223,35.2933,143.324,25.9578,0,27.7678,117.971,60,2804.25,2061.94,742.306,1.31543e-13,0,0,0,0,1.772e-13,0.735293,0,0,72526.2,101768,195935,1,1e+06,4.42601e+06,428161,3.99784e+06,7.08456e-13,0,0,0,0,-7.43598e+11,-3007.41,-3000,-5.4561e+06,1219.85,
P1,02.01.2001 16:48:00,33.1877,35.5604,143.347,26.0637,0,27.8306,118.798,60,2809.33,2086.29,723.043,1.2813e-13,0,0,0,0,1.772e-13,0.742628,0,0,72526.2,102846,196570,1,1e+06,4.4541e+06,449024,4.00508e+06,7.09737e-13,0,0,0,0,-7.51812e+11,-3007.22,-3000,-5.4861e+06,1221.47,
P1,12.01.2001 16:48:00,33.5194,35.8943,143.405,26.1763,0,27.9022,119.611,60,2814.23,2109.8,704.436,1.24832e-13,0,0,0,0,1.772e-13,0.749688,0,0,72526.2,103921,197142,1,1e+06,4.48224e+06,470122,4.01212e+06,7.10986e-13,0,0,0,0,-7.60078e+11,-3007.02,-3000,-5.5161e+06,1223.03,
P1,22.01.2001 16:48:00,33.8139,36.1901,143.446,26.2829,0,27.9683,120.434,60,2819,2132.66,686.348,1.21627e-13,0,0,0,0,1.772e-13,0.756528,0,0,72526.2,104994,197748,1,1e+06,4.51043e+06,491448,4.01898e+06,7.12202e-13,0,0,0,0,-7.68396e+11,-3006.83,-3000,-5.5461e+06,1224.55,
P1,01.02.2001 16:48:00,34.0868,36.465,143.474,26.3869,0,28.033,121.322,60,2823.62,2154.81,668.817,1.1852e-13,0,0,0,0,1.772e-13,0.763135,0,0,72526.2,106064,198361,1,1e+06,4.53867e+06,512996,4.02567e+06,7.13387e-13,0,0,0,0,-7.76764e+11,-3006.65,-3000,-5.5761e+06,1226.02,
P1,11.02.2001 16:48:00,34.4317,36.8115,143.525,26.5021,0,28.1105,122.241,60,2828.13,2176.42,651.714,1.1549e-13,0,0,0,0,1.772e-13,0.76956,0,0,72526.2,107131,198882,1,1e+06,4.56695e+06,534760,4.03219e+06,7.14542e-13,0,0,0,0,-7.85179e+11,-3006.47,-3000,-5.6061e+06,1227.45,
P1,21.02.2001 16:48:00,34.7459,37.1272,143.565,26.6124,0,28.1834,123.171,60,2832.56,2197.63,634.928,1.12515e-13,0,0,0,0,1.772e-13,0.775846,0,0,72526.2,108195,199432,1,1e+06,4.59527e+06,556737,4.03854e+06,7.15667e-13,0,0,0,0,-7.93643e+11,-3006.3,-3000,-5.6361e+06,1228.84,
P1,03.03.2001 16:48:00,35.0677,37.4504,143.608,26.7222,0,28.2579,124.121,60,2836.75,2217.75,619.009,1.09694e-13,0,0,0,0,1.772e-13,0.78179,0,0,72526.2,109257,199968,1,1e+06,4.62364e+06,578914,4.04473e+06,7.16764e-13,0,0,0,0,-8.02151e+11,-3006.14,-3000,-5.6661e+06,1230.18,
P1,13.03.2001 16:48:00,35.3883,37.7729,143.651,26.8312,0,28.3325,125.082,60,2840.82,2237.23,603.589,1.06961e-13,0,0,0,0,1.772e-13,0.78753,0,0,72526.2,110316,200500,1,1e+06,4.65205e+06,601286,4.05076e+06,7.17834e-13,0,0,0,0,-8.10703e+11,-3005.98,-3000,-5.6961e+06,1231.48,
P1,23.03.2001 16:48:00,35.6719,38.0586,143.675,26.9341,0,28.4026,125.976,60,2844.68,2255.73,588.953,1.04368e-13,0,0,0,0,1.772e-13,0.792963,0,0,72526.2,111372,201061,1,1e+06,4.6805e+06,623844,4.05665e+06,7.18877e-13,0,0,0,0,-8.19296e+11,-3005.83,-3000,-5.7261e+06,1232.75,
P1,02.04.2001 16:48:00,36.0032,38.3919,143.724,27.0419,0,28.4792,126.882,60,2848.39,2273.5,574.886,1.01875e-13,0,0,0,0,1.772e-13,0.798171,0,0,72526.2,112425,201574,1,1e+06,4.70898e+06,646578,4.0624e+06,7.19896e-13,0,0,0,0,-8.27929e+11,-3005.68,-3000,-5.7561e+06,1233.98,
P1,12.04.2001 16:48:00,36.3242,38.7151,143.768,27.1487,0,28.555,127.842,60,2852.04,2291.02,561.019,9.94176e-14,0,0,0,0,1.772e-13,0.803292,0,0,72526.2,113476,202089,1,1e+06,4.7375e+06,669489,4.06801e+06,7.2089e-13,0,0,0,0,-8.36601e+11,-3005.54,-3000,-5.7861e+06,1235.17,
P1,22.04.2001 16:48:00,36.6208,39.0136,143.801,27.2503,0,28.6273,128.782,60,2855.48,2307.5,547.979,9.71068e-14,0,0,0,0,1.772e-13,0.808096,0,0,72526.2,114523,202626,1,1e+06,4.76606e+06,692564,4.07349e+06,7.21861e-13,0,0,0,0,-8.4531e+11,-3005.4,-3000,-5.8161e+06,1236.34,
P1,02.05.2001 16:48:00,36.9458,39.3405,143.843,27.356,0,28.7054,129.69,60,2858.77,2323.27,535.497,9.48949e-14,0,0,0,0,1.772e-13,0.812683,0,0,72526.2,115568,203121,1,1e+06,4.79464e+06,715796,4.07885e+06,7.2281e-13,0,0,0,0,-8.54054e+11,-3005.27,-3000,-5.8461e+06,1237.46,
P1,12.05.2001 16:48:00,37.231,39.6279,143.876,27.4526,0,28.7755,130.539,60,2861.87,2338.12,523.747,9.28127e-14,0,0,0,0,1.772e-13,0.816991,0,0,72526.2,116611,203668,1,1e+06,4.82326e+06,739177,4.08408e+06,7.23738e-13,0,0,0,0,-8.62832e+11,-3005.15,-3000,-5.8761e+06,1238.56,
P1,22.05.2001 16:48:00,37.5275,39.9263,143.915,27.5487,0,28.847,131.337,60,2864.77,2352.03,512.74,9.08621e-14,0,0,0,0,1.772e-13,0.821019,0,0,72526.2,117651,204203,1,1e+06,4.85191e+06,762698,4.08921e+06,7.24647e-13,0,0,0,0,-8.71641e+11,-3005.04,-3000,-5.9061e+06,1239.63,
P1,01.06.2001 16:48:00,37.8095,40.2107,143.952,27.6408,0,28.9158,132.098,60,2867.5,2365.14,502.363,8.90233e-14,0,0,0,0,1.772e-13,0.824808,0,0,72526.2,118688,204755,1,1e+06,4.88058e+06,786349,4.09424e+06,7.25537e-13,0,0,0,0,-8.80479e+11,-3004.93,-3000,-5.9361e+06,1240.68,
P1,11.06.2001 16:48:00,38.0835,40.4865,143.987,27.7302,0,28.9833,132.841,60,2870.08,2377.49,492.586,8.72908e-14,0,0,0,0,1.772e-13,0.828372,0,0,72526.2,119723,205313,1,1e+06,4.90929e+06,810124,4.09916e+06,7.2641e-13,0,0,0,0,-8.89344e+11,-3004.83,-3000,-5.9661e+06,1241.7,
P1,21.06.2001 16:48:00,38.3632,40.7679,144.023,27.8201,0,29.052,133.613,60,2872.58,2389.46,483.119,8.5613e-14,0,0,0,0,1.772e-13,0.831817,0,0,72526.2,120756,205860,1,1e+06,4.93801e+06,834018,4.10399e+06,7.27266e-13,0,0,0,0,-8.98237e+11,-3004.73,-3000,-5.9961e+06,1242.69,
P1,23.06.2001,38.4095,40.8143,144.029,27.8342,0,29.0634,133.714,60,2872.9,2391.01,481.888,8.5395e-14,0,0,0,0,1.772e-13,0.832264,0,0,72526.2,120890,206363,1,1e+06,4.94175e+06,837127,4.10462e+06,7.27377e-13,0,0,0,0,-8.99393e+11,-3004.71,-3000,-6e+06,1242.82,
